Report,Label,Feature,Sentence
report10.docx.txt_sent.csv,Event,,"?bid? levels the whole day, which suited Ong?s main trading strategy."
report10.docx.txt_sent.csv,Event,,"Ong was, therefore, able to sell at ?ask? and buy at ?bid? as intended since he had queued early with his sell and buy orders."
report10.docx.txt_sent.csv,Event,,"On 26 April 07, Ong placed an order to sell Goldtron shares at $0.035 early in the morning at 08:30:00 for 1,500 lots."
report10.docx.txt_sent.csv,Event,,"This order was the 6th entry in the system, behind 3 ?buy?orders at $0.03 and 2 ?sell? orders at $0.035."
report10.docx.txt_sent.csv,Event,,Ong would know that his order would be at or near the front of the ?sell? queue.
report10.docx.txt_sent.csv,Event,,"The market opened at 9 am with 350 lots matched at $0.035, which formed the opening price."
report10.docx.txt_sent.csv,Event,,"At 09:00:50, Ong entered a ?buy? order at $0.03 for 2,000 lots."
report10.docx.txt_sent.csv,Event,Profit of the suspects,"These orders appeared normal as Ong could still make a profit if he sells at $0.035 and buys at $0.03, after deducting brokerage, clearing fee and other charges."
report10.docx.txt_sent.csv,Event,,"Between 09:19:59 and 09:47:08, four trades were done at ?bid? price of $0.03."
report10.docx.txt_sent.csv,Event,,"Two and a half minutes later, at 09:49:38, Ong bought 1 lot at the ?ask? price of $0.035 from a third-party."
report10.docx.txt_sent.csv,Event,,This trade raised the last done price from $0.03 to $0.035.
report10.docx.txt_sent.csv,Event,,"At 09:51:21, a buyer followed up by buying 100 lots at $0.035."
report10.docx.txt_sent.csv,Event,,"But at 10:02:51, a seller sold 100 lots to a buyer queuing at the ?bid? price of $0.03."
report10.docx.txt_sent.csv,Event,,"At 10:04:30, which was less than two minutes, Ong bought anotther 1 lot at $0.035 from a third-party, again raising the last done price back to $0.035."
report10.docx.txt_sent.csv,Event,,"These 2 purchases of 1 lot each initiated and done by Ong at $0.035 (though not part of the 28 trades specified in the Terms of Reference) already appeared unusual because Ong still had an outstanding order to sell 1,500 lots at $0.035 on the queue."
report10.docx.txt_sent.csv,Event,,Why then was he Ong?s buying at this same price and also for the unusual quantity of just 1 lot each of this penny stock did not make commecial sense.
report10.docx.txt_sent.csv,Event,,"Considering Ong?s position as a trader, buying 1 lot of a penny stock priced at only $0.035 would not make any significant impact on the volume of shares he intended to buy nor his average price."
report10.docx.txt_sent.csv,,,"did not appear to make commercial sense, even though in this case they were done with third-parties."
report10.docx.txt_sent.csv,Event,,It appeared that Ong was more keen to raise the last done price to $0.035 first than to worry about whom he was buying from.
report10.docx.txt_sent.csv,,,"In any case, the risk exposure and trading cost would be small anyway."
report10.docx.txt_sent.csv,Event,,Also Ong?s ?sell? order was still not at the front of the queue until the next trade.
report10.docx.txt_sent.csv,Event,,"At 10:17:42, a third-party bought 80 lots at the ?ask? price of $0.035."
report10.docx.txt_sent.csv,Event,,"Out of these, 32 lots were sold by Ong."
report10.docx.txt_sent.csv,Event,,"The balance of Ong?s ?sell? order of 1,468 lots would now be at the front of the queue."
report10.docx.txt_sent.csv,Event,Amount of price drop in next day after suspect marked the close,"Soon after, at 10:21:08, the last done dropped to $0.03 when a third-party sold 30 lots to a buyer at $0.03."
report10.docx.txt_sent.csv,Event,,This caused the lasst done price to fall to $0.03.
report10.docx.txt_sent.csv,Event,,"Slightly more a minute later, at 10:22:21, Ong bought 1 lot at the ?ask? price of $0.035, this time from none other than himself."
report10.docx.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"Two more trades totalling 450 lots were done at $0.035 in the next 18 minutes, all of which were bought from Ong."
report10.docx.txt_sent.csv,Event,,"Shortly after, at 10:44:48, 200 lots were sold to a buyer at the ?bid? price of $0.03 which again reduced the last done price to $0.03."
report10.docx.txt_sent.csv,Event,,"At 10:45:09, Ong again, bought 1 lot at the ?ask? price of $0.035 from himself."
report10.docx.txt_sent.csv,Event,Amount of price drop in next day after suspect marked the close,Ong would continue to buy 4 more times of 1 lot each at the ?ask? price of $0.035 every time the last done price dropped to $0.03 as a result of some selling.
report10.docx.txt_sent.csv,Event,Shares traded by suspect before closing and during pre-close vs full day volume,"After lunch, trades were done at $0.03 and $0.035 until close to 5pm."
report10.docx.txt_sent.csv,Event,,"By then, Ong had sold all his 1,500 lots at the ?ask? price of $0.035."
report10.docx.txt_sent.csv,Event,,"As for his purchases, Ong had bought a total of 8 times of 1 lot each at the ?ask? price of $0.035, of which 6 times were trades done with himself (ie."
report10.docx.txt_sent.csv,,,Chart 3 below shows all the trades done for Goldtron shares on 26 April 07 at the various prices over the course of that day.
report10.docx.txt_sent.csv,Event,Number of times suspects' wash trade caused price to increase,It can be seen that Ong?s ?washed? trades appeared to have been made always at a point in time just after the last done price had fallen to the lower ?bid? price of $0.03.
report10.docx.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"The timing and the number of occasions this happened; the fact that the amounts traded was only 1 lot each; and the fact that the trades were initiated by Ong and done with himself (except for 2 trades he bought from third-parties); and that Ong would have been fully aware of that; would appear to indicate that these trades were carried out deliberately with the intention to give the impression of added demand and active trading for Goldtron shares on this day, especially at the ?ask? price $0.035, and a more ?bullish? outlook for the share than would have been the case."
report10.docx.txt_sent.csv,,,It can also be seen that Ong ?washed? trades had drawn in some buying interest on several occasions but not others.
report10.docx.txt_sent.csv,,,"They, nevertheless, This had also resulted in more fluctuations in the share price."
report10.docx.txt_sent.csv,Event,Number of times suspects' wash trade caused price to increase,"Of the 18 trades done at $0.035 on this day, it should be noted that nearly half of them or 8 were ?washed? trades belonging to Ong."
report10.docx.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"While the other trades were done at volumes ranging from 30 lots to more than 2,000 lots each, all of Ong?s 8 trades were done for 1 lot each."
report10.docx.txt_sent.csv,Event,,(The trade at $0.045 was a ?buy-in? trade by the SGX for short-sellers)
report10.docx.txt_sent.csv,Event,,"At 08:30:00, immediately when the SGX system opened for input of orders, Ong entered 2 ?sell? orders, one for 500 lots at $0.105 and another for 1,532 lots at $0.11."
report10.docx.txt_sent.csv,Event,,These orders were the 4th and 5th earliest entries in the system and there was only one ?sell? order of 100 lots at $0.105 ahead of him at that time.
report10.docx.txt_sent.csv,Event,,"A few seconds later, at 08:30:08, Ong entered another order to sell at $0.115 for 1,200 lots."
report10.docx.txt_sent.csv,Event,,"At 08:31:34, Ong placed another order, this time to buy 500 lots at $0.10."
report10.docx.txt_sent.csv,Event,,"A few minutes after the market opened, a seller sold 1,864 lots at the ?bid? price of $0.10."
report10.docx.txt_sent.csv,Event,,This was when Ong?s ?buy? order of 500 lots at $0.10 was filled.
report10.docx.txt_sent.csv,Event,,"Less than five minutes later, at 09:48:15, Ong bought 1 lot at the ?ask? price of $0.105 from a third-party."
report10.docx.txt_sent.csv,Event,,"Although this trade of Ong?s was with a third-party, it still appeared unusual, firstly, because of the quantity purchased of 1 lot considering Anwell was a penny stock priced only at $0.105."
report10.docx.txt_sent.csv,Event,,"Secondly, this was done soon after he had purchased 500 lots at $0.10."
report10.docx.txt_sent.csv,Event,,"Thirdly, Ong still had an outstanding ?sell? order on queue at $0.105 and would seemed unusual to want to buy at this same price."
report10.docx.txt_sent.csv,Event,,"Furthermore, Ong?s purchase followed soon after the sale of 200 lots by a third-party at $0.10, which had caused the last done price to fall to $0.10."
report10.docx.txt_sent.csv,Event,,"As Ong?s ?sell? order was still not at the front of the queue at this time, he was not able to did not buy this 1 lot from himself."
report10.docx.txt_sent.csv,Event,,It would appear that Ong had bought this 1 lot at $0.105 to give the impression that there was buying at the ?ask? price of $0.105 and give a more ?bullish? sentiment.
report10.docx.txt_sent.csv,Event,,"After this, the market did indeed trade five more times at this price of $0.105 with a total of 450 lots done."
report10.docx.txt_sent.csv,Event,,"Out of this, 351 lots were purchased from Ong whose balance ?sell? order of 149 lots would now be at the front of the queue."
report10.docx.txt_sent.csv,Event,,"At 10:15:23, the last done price moved down to $0.10 when a seller sold 435 lots to buyers queuing at $0.10."
report10.docx.txt_sent.csv,Event,,"Less than a minute later, at 10:16:14, Ong would buy 1 lot at the ?ask? price of $0.105, bringing the last done price back to $0.105 again."
report10.docx.txt_sent.csv,Event,,This time Ong?s purchase was done with himself as the seller.
report10.docx.txt_sent.csv,Event,,Ong would have know that he would be the seller as his ?sell? order had just been partially filled and there was an outstanding balance of 149 lots on queue.
report10.docx.txt_sent.csv,Event,,"Following this, there were 3 more trades done at $0.105 for a total of 130 lots."
report10.docx.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"As Ong?s ?sell? order was at the front of the queue, all these trades were done with Ong, whose balance ?sell? order was now reduced to only 38 lots."
report10.docx.txt_sent.csv,Event,,"When the market opened after the lunch break, at 14:12:26, a trade for 60 lots was done at $0.10."
report10.docx.txt_sent.csv,Event,,"Seven minutes later, at 14:19:30, Ong again bought 1 lot at the ?ask? price of $0.105, raising the last done price to $0.105."
report10.docx.txt_sent.csv,Event,,This 1 lot was bought from Ong himself from his balance of 38 lots on the ?sell? queue.
report10.docx.txt_sent.csv,Event,,"The next trade was done almost 45 minutes later, at 15:06:50, for just 3 lots at $0.105."
report10.docx.txt_sent.csv,Event,,"This was followed by another one a minute later, but this time at the lower price of $0.10 for 5 lots."
report10.docx.txt_sent.csv,Event,,"Less than four minutes later, at 15:10:57, Ong purchased again another 1 lot at the ?ask? price of $0.105."
report10.docx.txt_sent.csv,Event,,"At 16:03:29, Ong would make a final purchase of another 1 lot at the ?ask? price of $0.105, yet again trading with himself."
report10.docx.txt_sent.csv,Event,,"In total, Ong bought 1 lot each at the ?ask? price of $0.105 five times, each time executing it right after Anwell share price had been sold down to $0.10."
report10.docx.txt_sent.csv,Event,,"Of these five trades, Ong did four of them with himself at the higher ?ask? price."
report10.docx.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,Chart 4 below shows all the trades of Anwell shares done at the various prices over the course of the day.
report10.docx.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,It would appear that Ong?s purchases of all the ?1 lot? of Anwell shares were timed to happen just after trades were done at $0.10 or had fallen to that level from $0.105 through some selling.
report10.docx.txt_sent.csv,Event,,They seemed always to be leading all the purchases at $0.105.
report10.docx.txt_sent.csv,Event,,They seemed always to be leading all the purchases at $0.105.
report10.docx.txt_sent.csv,,,It would appear that Ong had traded Anwell shares in the same manner that he had done for IPCO and Goldtron shares.
report10.docx.txt_sent.csv,Event,,"Each time the share price fell to the lower ?bid? level of $0.10, Ong would buy a small quantity of shares from his own ?sell? order to raise the last done price up to the higher ?ask? level of $0.105."
report10.docx.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"Again, such purchases were unusual and did not seem to be commercially motivated because they were done in sizes of 1 lot each which was strange for a penny stock and a trader like Ong."
report10.docx.txt_sent.csv,Event,,"Also, Ong had bought Anwell shares at $0.105 when he was at the same time trying to sell them at that price, as part of his main trading strategy."
report10.docx.txt_sent.csv,Event,,"In fact, he appeared to have intentionally bought Anwell shares from himself knowing this would happen because he would know that his ?sell? order was at the front of the queue."
report10.docx.txt_sent.csv,Event,Number of times suspects' wash trade caused price to increase,"Therefore, it would appear that Ong had knowingly carried out these ?washed? trades."
report10.docx.txt_sent.csv,Event,,It appeared unusual that all these purchases were timed to occur right after some selling had taken place and the last done price brought down to $0.10.
report10.docx.txt_sent.csv,Event,,"It would appear again that Ong?s actions were deliberate and intended to give the impression of added demand and active trading for Anwell shares, especially at the ?ask? price of $0.105 than would have been the case."
report10.docx.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,Ong appeared to have traded intentionally to raise the price to $0.105 each time it fell to $0.10 and create a more ?bullish? appearance for Anwell shares.
report10.docx.txt_sent.csv,Event,,"Otherwise, it would be difficult to explain why Ong chose to split his purchase of just 5 lots of this penny stock into 5 trades of 1 lot each, each time buying at a price higher than the last done."
report10.docx.txt_sent.csv,Event,Shares traded by suspect before closing and during pre-close vs full day volume,"The chart below shows that Ong?s trades at $0.105 were always at the front of each trade at the higher ?ask? price, with his first 2 ?washed? trades being followed up closely by several trades by others at that price."
report10.docx.txt_sent.csv,,,"The effect of his later trades, however, seemed to have worn off on others in the course of the day."
report10.docx.txt_sent.csv,Event,Number of times suspects' wash trade caused price to increase,"In fact Nevertheless, the way Ong carried these Ong?s trades had resulted in more fluctuations in the price of Anwell shares, with his 5 ?washed? trades making up a third of the 15 trades done at $0.105 on this day."
report10.docx.txt_sent.csv,Event,,"At 08:30:00, Ong entered a ?sell? order for 1,675 lots at $0.08, which was the 2nd entry inputed into the SGX system as it opened for orders."
report10.docx.txt_sent.csv,Event,,This order was only behind another ?sell? order for 50 lots also at $0.08.
report10.docx.txt_sent.csv,,,The market opened with 70 lots traded at $0.075.
report10.docx.txt_sent.csv,Event,,"Another 10 minutes later, another trade was done at $0.075, this time for 100 lots."
report10.docx.txt_sent.csv,Event,,"At 09:11:58, Ong entered a ?buy? order for 1,000 lots at $0.075."
report10.docx.txt_sent.csv,Event,Shares traded by suspects vs shares traded by the rest of the market during normal market hour,This again was normal as Ong?s strategy appeared to be one of buying at the lower price of $0.075 and selling at $0.08.
report10.docx.txt_sent.csv,Event,Profit of the suspects,"This difference of $0.005 could still allow him to make a small profit after deducting brokerage, clearing fees and other charges."
report10.docx.txt_sent.csv,Event,,"A few minutes later, another trade was done at $0.075, this time for 10 lots."
report10.docx.txt_sent.csv,Event,,"This was followed by six trades at the higher price of $0.08 for a total of 270 lots, of which 220 lots were sold to Ong at his ?ask? price."
report10.docx.txt_sent.csv,Event,,"This reduced Ong?s ?sell? order to a balance of 1,455 lots which was now at the front of the queue."
report10.docx.txt_sent.csv,Event,,"At 11:55:41, however, a trade of 20 lots was done at $0.075, bringing the last done price to $0.075."
report10.docx.txt_sent.csv,Event,,"At 12:11:02, Ong bought 10 lots at the ?ask? price of $0.08 which brought the last done price to $0.08."
report10.docx.txt_sent.csv,Event,Number of times suspects' wash trade caused price to increase,"However, this purchase was from Ong himself and Ong must have known this result in ?washed? trades as he had sold some Centillion shares from this order earlier and knew he was at the front of the ?sell? queue."
report10.docx.txt_sent.csv,Event,Shares traded by suspect before closing and during pre-close vs full day volume,"Just before the market closed for the lunch break, at 12:27:07, a third-party bought 50 lots from Ong, also at his ?ask? price of $0.08."
report10.docx.txt_sent.csv,Event,,"After the lunch break, at 14:11:00, the last done fell back to $0.075 when a third-party sold 200 lots to a buyer at $0.075."
report10.docx.txt_sent.csv,Event,,"In less than two minutes, at 14:12:50, Ong bought 5 lots from himself at $0.08, raising the last done price to $0.08."
report10.docx.txt_sent.csv,Event,,"A buyer followed up by buying 100 lots at $0.08 from Ong, whose ?sell? order was then reduced to 1,290 lots."
report10.docx.txt_sent.csv,Event,,"But the last done price would fall to $0.075 again, a minute later, when a seller sold 50 lots at $0.075 to the buyer queuing at that price."
report10.docx.txt_sent.csv,Event,,"At 14:16:31, Ong came in to buy 5 lots again from his own ?sell? order at $0.08, bringing up the last done price back to $0.08."
report10.docx.txt_sent.csv,Event,,"This trade was followed by two other trades by third-parties at $0.08 for a total of 70 lots, before a seller for 50 lots at $0.075 brought the price down to $0.075 again."
report10.docx.txt_sent.csv,Event,,This was followed again by another 2 trades both at $0.08 for 50 lots and 500 lots each.
report10.docx.txt_sent.csv,Event,,"At 14:53:15, however, a seller sold 100 lots lots at $0.075 which brought the last done price down to $0.075."
report10.docx.txt_sent.csv,Event,,"Just slightly more than a minute later, Ong would buy 3 lots at $0.08 to bring up the last done price to $0.08."
report10.docx.txt_sent.csv,Event,,This purchase again was with himself as seller and at his ?ask? price of $0.08.
report10.docx.txt_sent.csv,Event,,"Having also sold to earlier buyers at $0.08, Ong?s ?sell? order now had a balance of 662 lots unfilled."
report10.docx.txt_sent.csv,Event,,"It appeared that each time when trades were done at the ?ask? price of $0.08, Ong would stay on the sidelines and not trade."
report10.docx.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"But as soon as the last trade was done at the lower price of $0.075, Ong would enter the market and buy in small amounts at the ?ask? price of $0.08 to bring the last done price to $0.08."
report10.docx.txt_sent.csv,Event,,"So, in fact, Ong continued to do this 3 more times before the day ended, for amounts of 5 lots, 5 lots and 2 lots at a time, all at the ?ask? price of $0.08."
report10.docx.txt_sent.csv,Event,,Each of these small purchases were done when the last done price went down to $0.075.
report10.docx.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"Over the course of the day, Ong had purchased a total of 7 times trades of this nature totalling 35 lots, all of which were done with himself as the counter-party."
report10.docx.txt_sent.csv,Event,Number of times suspects' wash trade caused price to increase,"As Ong would have known that all these purchases were made with no change in beneficial ownership, he had, therefore, knowingly created these ?washed? trades."
report10.docx.txt_sent.csv,,,Chart 5 below shows all the trades done on Centillion shares at the various prices over the course of the day.
report10.docx.txt_sent.csv,Event,,The trades marked with # belonged to Ong and can be seen to always follow immediately after trades were done at $0.075 or had stayed at that level for a while.
report10.docx.txt_sent.csv,Event,,"Again, Ong appeared to have employed the same techniques to trade Centillion shares as in the case of IPCO, Goldtron and Anwell."
report10.docx.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,His repeated purchases of small lots of Centillion shares at the higher ?ask? price each time the last done price fell to the lower ?bid? level and the fact that these trades were done with himself as the counter-party appeared to indicate that these actions were carried out intentionally to give the appearance of added demand and active trading for Centillion shares than would have been the case.
report10.docx.txt_sent.csv,Event,Number of times suspects' wash trade caused price to increase,"Ong?s ?washed? trades at the higher ?ask? price would also appear to give the impression of a more ?bullish? outlook for the share and had, in fact, caused more fluctuations in the share price."
report10.docx.txt_sent.csv,Event,Number of times suspects' wash trade caused price to increase,"Of the 26 trades done at $0.08, Ong contributed 7, and while the other trades done had volumes ranging from 10 lots to 1,800 lots (with more than half trading 50 lots and above), Ong?s ?washed? trades were mostly for 5 lots or less (with only 1 trade for 10 lots)."
report10.docx.txt_sent.csv,Event,Profit of the suspects,"From his trading pattern the review of his trades, Ong appeared to be a short-term trader employing the strategy of trading at the market?s best ?ask? and ?bid? prices for profit."
report10.docx.txt_sent.csv,,,This is similar to what is known in the industry as performing the role of a market-maker.
report10.docx.txt_sent.csv,Event,Profit of the suspects,"That is, Ong was prepared to buy at the ?bid? price and sell at the ?ask? price, taking advantage of the price difference or ?spread? for profit."
report10.docx.txt_sent.csv,Event,Profit of the suspects,"This was possible because the price difference of $0.005 between the ?ask? and ?bid? prices for these 4 low-priced penny stocks shares allowed him to still make a profit after deducting his trading costs, namely, brokerage, clearing fees, etc."
report10.docx.txt_sent.csv,Event,Profit of the suspects,"Using IPCO shares as an example, if Ong had bought IPCO shares at $0.08 and sold at $0.085, he would still be able to make a profit of $0.0041 per share after deducting his brokerage of 0.5% (taking the highest rate), clearing fees and other charges."
report10.docx.txt_sent.csv,Event,Profit of the suspects,"If the amount of shares traded was 500 lots, for example, Ong?s profit would have been about $2,050 (i.e, 500,000 X $0.0041)."
report10.docx.txt_sent.csv,Event,,"This is quite a good return, considering the capital outlay is only about $40,000 for this 500 lots or ?nil? if he manages to ?contra? this off within the settlement period."
report10.docx.txt_sent.csv,,,There was nothing wrong with Ong trading in this manner.
report10.docx.txt_sent.csv,Event,Number of days a specific event happened vs number of days suspects traded over the review period,"On the 5 days that Ong traded these 4 Specified Counters, he would enter his orders as soon as the SGX system opened for inputs of orders so that they would be the first few in the queue."
report10.docx.txt_sent.csv,Event,,"On most occasions, Ong would enter a large ?sell? order first as early as 08:30:00 in the morning."
report10.docx.txt_sent.csv,Event,,He would then enter his ?buy? order at one ?bid? lower immediately after that or a short while later.
report10.docx.txt_sent.csv,,,"In this manner, Ong was assured of a high probability of having his sale and purchase orders filled at these 2 prices, and therefore, a good opportunity for profits."
report10.docx.txt_sent.csv,,,"This was, indeed, a profitable way to trade such low-price shares, if Ong had only allowed market forces to operate freely."
report10.docx.txt_sent.csv,,,"Instead, what Ong did with the 28 trades in those 5 days appeared deliberate and contrived and seemed to be done without any commercial basis."
report10.docx.txt_sent.csv,,,"These ?washed? trades seemed designed solely to support his main trading strategy, which was to sell larger amounts at the ?ask? price and buy at the ?bid? to make money ."
report10.docx.txt_sent.csv,Event,Number of times suspects' wash trade caused price to increase,"What he did wrong was to carry out these 28 ?washed? trades in a manner that appeared to have created or likely to have created the false appearance of added demand and active trading in these shares, affecting their market for and price of these shares."
report10.docx.txt_sent.csv,Event,,"For example, some of Ong?s 6 such trades on 29 December 06 and 5 similar trades on 4 January 07 of IPCO shares appeared very unusual for several reasons."
report10.docx.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"Firstly, they were done in very small lots (except for one trade of 154 lots) which was strange for a penny stock and for a trader like Ong."
report10.docx.txt_sent.csv,Event,,"Secondly, Ong had carried out these trades and bought IPCO shares at the higher ?ask? price of $0.085each time IPCO shares was sold down to the lower ?bid? price of $0.08."
report10.docx.txt_sent.csv,Event,,"As these were repeated for a total of 6 times on 29 December 06 and 5 times on 4 January 07, they were unlikely to be just coincidental."
report10.docx.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"Thirdly, these trades were done with Ong himself as the counter-party and Ong ought to would have known this, since his partially-filled ?sell? order was still then at the front of the queue."
report10.docx.txt_sent.csv,Event,Number of times suspects' wash trade caused price to increase,These had resulted in the 11 ?washed? trades.
report10.docx.txt_sent.csv,Event,,Ong did not stop at IPCO.
report10.docx.txt_sent.csv,Event,,"On 26 April 07, Ong appeared to have applied the same tactics in the trading of Goltron shares."
report10.docx.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"Ong would buy 8 times of 1 lot each of Goldtron shares at the ?ask? price of $0.035 over the course of the day, 6 of which were with himself as the counter-party and twice with other parties."
report10.docx.txt_sent.csv,Event,,"Again, these purchases were done at the higher ?ask? price and timed just after Golddtron shares had been sold down to the lower ?bid? price."
report10.docx.txt_sent.csv,,,Ong would repeat this pattern of trading again on Anwell shares on 7 September 07 and Centillion shares on 9 October 07.
report10.docx.txt_sent.csv,,,"For Anwell, Ong carried out 5 purchases of 1 lot each at the ?ask? price of $0.105 in the same manner."
report10.docx.txt_sent.csv,,,Four of these purchases were done with himself as the counter-party.
report10.docx.txt_sent.csv,Event,,"As for Centillion, Ong did a total of 7 trades of this nature of between 2 and 10 lots each."
report10.docx.txt_sent.csv,Event,,"Again, Ong had bought at the higher ?ask? price of $0.08 each time the last done price fell to $0.075 because of some selling by third-parties."
report10.docx.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,The evidence seemed to suggest that all the 28 trades by Ong were contrived and were not genuine commercial trades.
report10.docx.txt_sent.csv,Event,Number of times suspects' wash trade caused price to increase,"They were, in fact, all ?washed? trades done with Ong himself without any change in beneficial ownership."
report10.docx.txt_sent.csv,Event,Profit of the suspects,"They appeared to have been deliberately carried out just to provide support for his other trades main trading strategy, which involved selling big volumes at the higher ?ask? price and buying at the lower ?bid? price to profit from the price difference."
report10.docx.txt_sent.csv,Event,,"It would appear that he had hoped that his 28 purchases at the higher ?ask? prices would give the appearance of demand at the higher ?ask? prices and present a ?bullish? signal to the market and help ?attract? others to buy as well, which would ultimately help Ong fill his ?sell? order."
report10.docx.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"As Ong had traded in an essentially identical manner for all the 4 Specified Counters, the opinions I expressed below would apply equally to IPCO, Goldtron, Anwell as well as Centillion."
report10.docx.txt_sent.csv,,,"As such, I have given my opinions on them collectively."
report10.docx.txt_sent.csv,,,"112A. I would like to elaborate, however, on the reasons why I had come to the opinions stated below, even though the 28 trades done were for very small lots (except for one trade for 154 lots)."
report10.docx.txt_sent.csv,,,"It should be pointed out that often times, during trading, the investing public tend to focus mainly on price movements and could easily miss or overlook the volume factor."
report10.docx.txt_sent.csv,,,"They are likely to associate repeated price movements up and down as a sign of active trading, unless the share is known to be thinly traded and inactive to begin with."
report10.docx.txt_sent.csv,,,"In this case, the overall volume traded for these Specified Shares for those 5 days ranged from about 4,000 to 15,000 lots, which is unlikely to be considered inactive."
report10.docx.txt_sent.csv,,,"This view is, in fact, borned out by what Ong did."
report10.docx.txt_sent.csv,,,"As an experienced trader, he must have concluded that he needed only to trade such small lots (but carefully timed) to create the appearance he wanted the investing public to observe."
report10.docx.txt_sent.csv,,,He was confident that these would be enough to affect their trading sentiment.
report10.docx.txt_sent.csv,,,"By doing so, he had hoped to achieve his goal of drawing in buyers at the higher ?ask? price, a price at which he was keenly awaiting to sell as part of his main strategy."
report10.docx.txt_sent.csv,,,"Ong must have found that trading such small amounts each time was effective enough to serve his purpose as he had continued to operate in the same manner with the shares of Goldtron, Anwell and Centillion, after IPCO."
report10.docx.txt_sent.csv,Reason,,"All the evidence considered, it is my opinion that, All all of Ong?s 28 trades done deliberately at the ?ask? price had the effect of helping to raise, or at least maintain, raising the share price of these 4 Specified Shares on all these occasions duringthe trading session on those 5 days."
report10.docx.txt_sent.csv,Reason,,It is also my opinion that because such purchases at the ?ask? price would tend to be interpreted as a more ?bullish? signal by investors and therefore would tend to either ?encourage? buying or ?discourage? selling it would likely have the effect of maintaining or stabilising the price of the Specified Shares.
report10.docx.txt_sent.csv,Reason,,"As explained above, Ong?s actions in respect of these 28 trades appeared deliberate and contrived and not carried out on a commercial basis."
report10.docx.txt_sent.csv,Reason,,"They had, in fact, caused the share prices of these 4 Specified Counters to move up and down between the ?ask? and ?bid? levels many more times than would have been the case during those days,"
report10.docx.txt_sent.csv,Reason,,"On the contrary, they In my opinion, they had created or likely to have created the false or misleading appeared to have been done with the intention of creating an appearance of an active trading in the market for and price of the Specified Shares during those 5 days."
report10.docx.txt_sent.csv,Reason,,"Ong had, thus, caused fluctuations in the market price of the Specified Shares during those 5 days."
report10.docx.txt_sent.csv,Reason,,The manner in which Ong carried out these 28 trades also had the effect of raising or inflating the price of these Specified Sharesand in the process caused more fluctuations in the price of those shares.
report10.docx.txt_sent.csv,Reason,,"Finally, it would appear that if not for Ong?s 28 trades, the market action and price behaviour of the 4 Specified Counters, would not have behaved the way it did on those 5 days."
report10.docx.txt_sent.csv,Reason,,"Thus, it is my opinion that Ong?s 28 trades had created or likely to have created a false or misleading appearance with respect to the market for and price of the shares of the 4 Specified Counters during those 5 days."
report10.docx.txt_sent.csv,Reason,,"In the light of all the evidence, it is my opinion that Ong, when carrying out the 28 trades on those 5 days, had created or likely to have created an appearance of active trading and also the market for and price of the 4 Specified Shares."
report10.docx.txt_sent.csv,Reason,,"Since these trades appeared to be contrived and not genuine commercial trades, it is my opinion that the appearance so created or likely to have been created is false or misleading."
report10.docx.txt_sent.csv,Reason,,These 28 trades also had the effect of raising or inflating the price of these Specified Shares and in the process had caused more fluctuations in the share price of all the 4 Specified Shares during those 5 days.
report10.docx.txt_sent.csv,Reason,,"In the course of the review, Ong was found to have carried out a total of 31 trades instead of the 28 trades specified in the Terms of Reference."
report10.docx.txt_sent.csv,Reason,,"Presumably, this was because the Terms of Reference included only those 28 trades Ong had carried out with himself as the counter-party."
report10.docx.txt_sent.csv,Reason,,"From the evidence, there appeared to be an additional 2 trades done in respect of Goldtron shares and 1 trade of Anwell shares which were used by Ong as part of his operations."
report10.docx.txt_sent.csv,Reason,,"These were also trades of 1 lot each carried out at the ?ask? prices of Goldtron and Anwell, respectively, to serve his purposes, the only difference being these were bought from third-parties, instead of from Ong himself."
report10.docx.txt_sent.csv,,,The details have been explained in the relevant sections on Goldtron and Anwell above.
report11.pdf.txt_sent.csv,,,"Having regard to the prevailing market conditions, a) What appearance did the orders and trades of PERSON A and PERSON B during the Time Period (henceforth ?the Orders and Trades?) create, or were likely to create, with respect to the market for COMPANY X shares?"
report11.pdf.txt_sent.csv,,,"In particular, did the Orders and Trades create, or were they likely to create, a false or misleading appearance with respect to the market for COMPANY X shares?"
report11.pdf.txt_sent.csv,,,"What appearance did the Orders and Trades create, or were likely to create, with respect to the price of COMPANY X shares?"
report11.pdf.txt_sent.csv,,,"In particular, did the Orders and Trades create, or were they likely to create, a false or misleading appearance with respect to the price of COMPANY X shares?"
